1399 shaders

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:42:39: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:44:40: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:45:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:48:61: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:49:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:50:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:53:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:54:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:55:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:58:40: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:61:64: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:62:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:65:49: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:66:33: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:67:39: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:68:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:69:40: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:70:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:73:64: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:74:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:75:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:78:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:79:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:80:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:83:39: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:86:63: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:87:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:90:50: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:91:33: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:92:39: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:93:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:94:40: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:95:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:98:63: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:99:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:100:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:103:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:104:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:105:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:108:41: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:112:52: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:113:34: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:114:37: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:115:38: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:116:41: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:117:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:120:65: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:121:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:124:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:125:33: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:129:33: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:133:48: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:134:33: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:135:47: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:136:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:139:57: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:140:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:141:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:142:46: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:143:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:146:57: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:147:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:148:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:151:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:152:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:153:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:156:39: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:160:47: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:161:33: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:162:39: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:163:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:164:41: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:165:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:168:63: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:169:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:170:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:173:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:174:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:175:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:178:42: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:181:51: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:182:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:183:37: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:184:33: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:185:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:188:66: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:189:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:190:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:193:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:194:62: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:195:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:201:42: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:203:69: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:205:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:206:38: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:210:65: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:211:52: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:212:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:213:42: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:220:45: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:223:69: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:224:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:227:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:228:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:229:47: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:232:56: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:233:40: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:234:49: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:235:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:239:52: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:242:76: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:243:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:246:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:247:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:248:47: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:251:56: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:252:40: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:253:49: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:254:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:258:33: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:260:61: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:261:31: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:265:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:266:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:269:56: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:270:47: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:271:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:274:61: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:276:40: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:277:46: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:281:41: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:283:61: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:284:31: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:287:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:288:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:291:65: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:292:47: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:293:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:296:56: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:297:40: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:298:44: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:301:41: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:303:61: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:304:31: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:307:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:308:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:311:65: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:312:47: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:313:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:316:56: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:317:40: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:318:44: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:322:42: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:324:61: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:325:31: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:328:30: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:329:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:332:66: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:333:47: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:334:32: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:337:56: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:338:40: 

LEFTOVER - pak0.pk3:scripts/gothic_floor.shader:339:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:10:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:12:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:13:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:14:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:15:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:17:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:18:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:21:62: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:22:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:23:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:26:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:27:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:34:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:36:65: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:37:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:38:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:41:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:42:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:45:61: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:46:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:47:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:50:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:51:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:54:38: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:56:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:57:72: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:58:31: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:62:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:63:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:66:62: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:67:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:68:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:71:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:72:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:76:37: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:78:65: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:79:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:80:31: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:84:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:85:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:88:61: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:89:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:90:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:93:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:94:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:98:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:100:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:101:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:102:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:103:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:105:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:106:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:109:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:110:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:111:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:114:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:116:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:120:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:122:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:123:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:124:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:125:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:127:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:128:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:131:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:132:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:133:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:136:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:138:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:141:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:143:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:144:31: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:145:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:146:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:148:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:149:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:152:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:153:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:154:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:157:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:159:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:163:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:165:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:166:31: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:167:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:168:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:170:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:171:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:174:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:175:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:176:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:179:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:181:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:185:37: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:187:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:188:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:189:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:190:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:192:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:193:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:196:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:197:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:198:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:201:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:203:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:207:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:209:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:210:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:211:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:212:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:213:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:215:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:216:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:219:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:220:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:221:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:224:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:225:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:226:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:230:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:232:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:233:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:234:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:235:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:236:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:238:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:239:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:242:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:243:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:244:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:247:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:248:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:249:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:254:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:256:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:257:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:258:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:259:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:260:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:262:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:263:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:266:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:267:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:268:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:271:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:272:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:273:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:277:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:280:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:281:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:282:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:283:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:284:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:286:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:287:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:290:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:291:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:292:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:295:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:296:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:297:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:301:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:303:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:304:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:305:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:306:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:307:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:309:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:310:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:313:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:314:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:315:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:318:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:319:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:320:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:324:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:326:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:327:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:328:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:329:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:330:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:332:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:333:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:336:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:337:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:338:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:341:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:342:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:343:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:348:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:350:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:351:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:352:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:353:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:354:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:356:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:357:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:360:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:361:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:362:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:365:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:366:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:367:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:372:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:374:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:375:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:376:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:377:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:378:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:380:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:381:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:384:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:385:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:386:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:389:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:390:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:391:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:394:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:396:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:397:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:398:32: 

